Campagne,Site,Station,Transect,Type de poisson (Code),Décompte
2004,Luengoni,Jo ne weg,1,API,2
2004,Luengoni,Jo ne weg,2,PAP,0
2004,Luengoni,Jo ne weg,2,ALO,2
2004,Luengoni,Jo ne weg,3,BEB,0
2004,Luengoni,Jo ne weg,3,APE,2
2004,Luengoni,Jo ne weg,4,AGL,0
2004,Luengoni,Jo ne weg,4,BEB,0
2004,Luengoni,Jo ne weg,4,BOS,0
2004,Luengoni,Jo ne weg,4,NAP,0
2004,Luengoni,Jo ne weg,4,APE,2
2005,Luengoni,Jo ne weg,1,ALO,0
2005,Luengoni,Jo ne weg,1,API,2
2005,Luengoni,Jo ne weg,1,BLE,0
2005,Luengoni,Jo ne weg,1,APE,11
2005,Luengoni,Jo ne weg,2,AGL,0
2005,Luengoni,Jo ne weg,2,API,3
2005,Luengoni,Jo ne weg,2,BOS,0
2005,Luengoni,Jo ne weg,2,DAW,0
2005,Luengoni,Jo ne weg,3,PAP,0
2005,Luengoni,Jo ne weg,3,AGL,0
2005,Luengoni,Jo ne weg,4,PAP,2
2005,Luengoni,Jo ne weg,4,ALO,0
2005,Luengoni,Jo ne weg,4,API,11
2005,Luengoni,Jo ne weg,4,TRU,0
2006,Luengoni,Jo ne weg,1,AGL,0
2006,Luengoni,Jo ne weg,1,BOS,0
2006,Luengoni,Jo ne weg,1,CAS,0
2006,Luengoni,Jo ne weg,1,TRU,0
2006,Luengoni,Jo ne weg,2,ALO,0
2006,Luengoni,Jo ne weg,2,BEB,0
2006,Luengoni,Jo ne weg,2,CAS,0
2006,Luengoni,Jo ne weg,2,DAW,0
2006,Luengoni,Jo ne weg,2,SAU,0
2006,Luengoni,Jo ne weg,3,ALO,0
2006,Luengoni,Jo ne weg,3,AGL,0
2006,Luengoni,Jo ne weg,3,APE,3
2006,Luengoni,Jo ne weg,4,API,6
2006,Luengoni,Jo ne weg,4,BEB,0
2006,Luengoni,Jo ne weg,4,NAP,0
2006,Luengoni,Jo ne weg,4,TRU,0
2007,Luengoni,Jo ne weg,1,ALO,0
2007,Luengoni,Jo ne weg,1,AGL,0
2007,Luengoni,Jo ne weg,1,BOS,0
2007,Luengoni,Jo ne weg,1,TRU,0
2007,Luengoni,Jo ne weg,1,SAU,0
2007,Luengoni,Jo ne weg,1,APE,6
2007,Luengoni,Jo ne weg,2,API,13
2007,Luengoni,Jo ne weg,2,BEB,0
2007,Luengoni,Jo ne weg,3,BEB,0
2007,Luengoni,Jo ne weg,3,CAS,0
2007,Luengoni,Jo ne weg,3,TRU,0
2007,Luengoni,Jo ne weg,3,SAU,0
2007,Luengoni,Jo ne weg,3,APE,3
2007,Luengoni,Jo ne weg,4,ALO,0
2007,Luengoni,Jo ne weg,4,API,3
2007,Luengoni,Jo ne weg,4,CAS,0
2007,Luengoni,Jo ne weg,4,APE,3
2009,Luengoni,Jo ne weg,1,AGL,0
2009,Luengoni,Jo ne weg,1,API,3
2009,Luengoni,Jo ne weg,1,BOS,0
2009,Luengoni,Jo ne weg,1,CAS,0
2009,Luengoni,Jo ne weg,1,DAW,1
2009,Luengoni,Jo ne weg,1,TRU,0
2009,Luengoni,Jo ne weg,1,SAU,0
2009,Luengoni,Jo ne weg,2,PAP,0
2009,Luengoni,Jo ne weg,2,AGL,0
2009,Luengoni,Jo ne weg,2,BOS,0
2009,Luengoni,Jo ne weg,2,CAS,0
2009,Luengoni,Jo ne weg,2,DAW,0
2009,Luengoni,Jo ne weg,2,BLE,0
2009,Luengoni,Jo ne weg,3,ALO,0
2009,Luengoni,Jo ne weg,3,BOS,0
2009,Luengoni,Jo ne weg,3,DAW,0
2009,Luengoni,Jo ne weg,3,BLE,0
2009,Luengoni,Jo ne weg,4,AGL,0
2009,Luengoni,Jo ne weg,4,BOS,0
2009,Luengoni,Jo ne weg,4,TRU,0
2009,Luengoni,Jo ne weg,4,SAU,0
2010,Luengoni,Jo ne weg,1,ALO,1
2010,Luengoni,Jo ne weg,1,BOS,0
2010,Luengoni,Jo ne weg,1,CAS,0
2010,Luengoni,Jo ne weg,1,DAW,0
2010,Luengoni,Jo ne weg,1,BLE,0
2010,Luengoni,Jo ne weg,1,TRU,0
2010,Luengoni,Jo ne weg,2,AGL,0
2010,Luengoni,Jo ne weg,2,BEB,0
2010,Luengoni,Jo ne weg,2,NAP,0
2010,Luengoni,Jo ne weg,2,BLE,0
2010,Luengoni,Jo ne weg,2,TRU,0
2010,Luengoni,Jo ne weg,2,SAU,0
2010,Luengoni,Jo ne weg,3,AGL,0
2010,Luengoni,Jo ne weg,3,API,9
2010,Luengoni,Jo ne weg,3,BEB,0
2010,Luengoni,Jo ne weg,3,DAW,0
2010,Luengoni,Jo ne weg,3,BLE,0
2010,Luengoni,Jo ne weg,3,APE,7
2010,Luengoni,Jo ne weg,4,BEB,0
2010,Luengoni,Jo ne weg,4,BOS,0
2010,Luengoni,Jo ne weg,4,NAP,0
2010,Luengoni,Jo ne weg,4,BLE,0
2010,Luengoni,Jo ne weg,4,TRU,0
2011,Luengoni,Jo ne weg,1,CAS,0
2011,Luengoni,Jo ne weg,1,DAW,0
2011,Luengoni,Jo ne weg,2,ALO,1
2011,Luengoni,Jo ne weg,2,API,3
2011,Luengoni,Jo ne weg,2,CAS,0
2011,Luengoni,Jo ne weg,2,NAP,0
2011,Luengoni,Jo ne weg,3,PAP,1
2011,Luengoni,Jo ne weg,3,AGL,0
2011,Luengoni,Jo ne weg,3,NAP,0
2011,Luengoni,Jo ne weg,3,DAW,0
2011,Luengoni,Jo ne weg,3,BLE,0
2011,Luengoni,Jo ne weg,3,TRU,0
2011,Luengoni,Jo ne weg,4,AGL,0
2011,Luengoni,Jo ne weg,4,BEB,0
2011,Luengoni,Jo ne weg,4,APE,16
2012,Luengoni,Jo ne weg,1,BOS,0
2012,Luengoni,Jo ne weg,1,DAW,0
2012,Luengoni,Jo ne weg,1,BLE,0
2012,Luengoni,Jo ne weg,2,ALO,0
2012,Luengoni,Jo ne weg,2,BEB,0
2012,Luengoni,Jo ne weg,2,BOS,0
2012,Luengoni,Jo ne weg,2,CAS,0
2012,Luengoni,Jo ne weg,2,DAW,0
2012,Luengoni,Jo ne weg,3,BEB,0
2012,Luengoni,Jo ne weg,3,BOS,0
2012,Luengoni,Jo ne weg,3,CAS,0
2012,Luengoni,Jo ne weg,3,NAP,0
2012,Luengoni,Jo ne weg,3,TRU,0
2012,Luengoni,Jo ne weg,3,SAU,0
2012,Luengoni,Jo ne weg,4,PAP,2
2012,Luengoni,Jo ne weg,4,BLE,0
2012,Luengoni,Jo ne weg,4,SAU,0
2012,Luengoni,Jo ne weg,4,APE,6
2013,Luengoni,Jo ne weg,1,PAP,0
2013,Luengoni,Jo ne weg,1,BOS,0
2013,Luengoni,Jo ne weg,1,BLE,0
2013,Luengoni,Jo ne weg,2,BEB,0
2013,Luengoni,Jo ne weg,2,CAS,0
2013,Luengoni,Jo ne weg,2,NAP,0
2013,Luengoni,Jo ne weg,2,DAW,0
2013,Luengoni,Jo ne weg,2,SAU,0
2013,Luengoni,Jo ne weg,3,PAP,1
2013,Luengoni,Jo ne weg,3,ALO,0
2013,Luengoni,Jo ne weg,3,AGL,0
2013,Luengoni,Jo ne weg,3,API,14
2013,Luengoni,Jo ne weg,3,BEB,0
2013,Luengoni,Jo ne weg,3,CAS,0
2013,Luengoni,Jo ne weg,3,APE,3
2013,Luengoni,Jo ne weg,4,PAP,2
2013,Luengoni,Jo ne weg,4,ALO,0
2013,Luengoni,Jo ne weg,4,API,4
2013,Luengoni,Jo ne weg,4,BEB,0
2013,Luengoni,Jo ne weg,4,BOS,0
2013,Luengoni,Jo ne weg,4,CAS,0
2013,Luengoni,Jo ne weg,4,APE,4
2014,Luengoni,Jo ne weg,1,AGL,0
2014,Luengoni,Jo ne weg,1,API,2
2014,Luengoni,Jo ne weg,1,BEB,0
2014,Luengoni,Jo ne weg,1,NAP,0
2014,Luengoni,Jo ne weg,1,APE,0
2014,Luengoni,Jo ne weg,2,PAP,2
2014,Luengoni,Jo ne weg,2,ALO,0
2014,Luengoni,Jo ne weg,2,BEB,0
2014,Luengoni,Jo ne weg,2,CAS,0
2014,Luengoni,Jo ne weg,2,TRU,0
2014,Luengoni,Jo ne weg,2,SAU,0
2014,Luengoni,Jo ne weg,3,PAP,1
2014,Luengoni,Jo ne weg,3,API,7
2014,Luengoni,Jo ne weg,3,BEB,0
2014,Luengoni,Jo ne weg,3,CAS,0
2014,Luengoni,Jo ne weg,3,NAP,0
2014,Luengoni,Jo ne weg,3,DAW,0
2014,Luengoni,Jo ne weg,3,BLE,0
2014,Luengoni,Jo ne weg,3,SAU,0
2014,Luengoni,Jo ne weg,4,BEB,0
2014,Luengoni,Jo ne weg,4,DAW,0
2014,Luengoni,Jo ne weg,4,SAU,0
2015,Luengoni,Jo ne weg,1,PAP,0
2015,Luengoni,Jo ne weg,1,API,18
2015,Luengoni,Jo ne weg,1,BOS,0
2015,Luengoni,Jo ne weg,1,CAS,0
2015,Luengoni,Jo ne weg,1,NAP,0
2015,Luengoni,Jo ne weg,1,DAW,0
2015,Luengoni,Jo ne weg,1,BLE,0
2015,Luengoni,Jo ne weg,2,ALO,0
2015,Luengoni,Jo ne weg,2,AGL,0
2015,Luengoni,Jo ne weg,2,BEB,0
2015,Luengoni,Jo ne weg,2,DAW,0
2015,Luengoni,Jo ne weg,2,BLE,0
2015,Luengoni,Jo ne weg,2,TRU,0
2015,Luengoni,Jo ne weg,2,SAU,0
2015,Luengoni,Jo ne weg,3,PAP,0
2015,Luengoni,Jo ne weg,3,ALO,0
2015,Luengoni,Jo ne weg,3,AGL,0
2015,Luengoni,Jo ne weg,3,API,10
2015,Luengoni,Jo ne weg,4,PAP,2
2015,Luengoni,Jo ne weg,4,ALO,0
2015,Luengoni,Jo ne weg,4,BOS,0
2015,Luengoni,Jo ne weg,4,CAS,0
2015,Luengoni,Jo ne weg,4,NAP,0
2015,Luengoni,Jo ne weg,4,BLE,0
2017,Luengoni,Jo ne weg,1,BOS,0
2017,Luengoni,Jo ne weg,2,AGL,0
2017,Luengoni,Jo ne weg,2,BOS,0
2017,Luengoni,Jo ne weg,2,DAW,0
2017,Luengoni,Jo ne weg,2,BLE,0
2017,Luengoni,Jo ne weg,2,TRU,0
2017,Luengoni,Jo ne weg,2,SAU,0
2017,Luengoni,Jo ne weg,3,AGL,0
2017,Luengoni,Jo ne weg,3,DAW,0
2017,Luengoni,Jo ne weg,3,APE,5
2017,Luengoni,Jo ne weg,4,PAP,2
2017,Luengoni,Jo ne weg,4,ALO,0
2017,Luengoni,Jo ne weg,4,AGL,0
2017,Luengoni,Jo ne weg,4,API,11
2017,Luengoni,Jo ne weg,4,CAS,0
2017,Luengoni,Jo ne weg,4,NAP,0
2017,Luengoni,Jo ne weg,4,DAW,0
2017,Luengoni,Jo ne weg,4,SAU,0
2018,Luengoni,Jo ne weg,1,PAP,0
2018,Luengoni,Jo ne weg,1,API,13
2018,Luengoni,Jo ne weg,1,BOS,0
2018,Luengoni,Jo ne weg,1,TRU,0
2018,Luengoni,Jo ne weg,2,PAP,0
2018,Luengoni,Jo ne weg,2,ALO,1
2018,Luengoni,Jo ne weg,2,API,12
2018,Luengoni,Jo ne weg,2,BLE,0
2018,Luengoni,Jo ne weg,3,PAP,1
2018,Luengoni,Jo ne weg,3,API,33
2018,Luengoni,Jo ne weg,3,BLE,0
2018,Luengoni,Jo ne weg,3,APE,14
2018,Luengoni,Jo ne weg,4,CAS,0
2018,Luengoni,Jo ne weg,4,DAW,0
2018,Luengoni,Jo ne weg,4,BLE,0
2019,Luengoni,Jo ne weg,1,PAP,0
2019,Luengoni,Jo ne weg,1,ALO,0
2019,Luengoni,Jo ne weg,1,BEB,0
2019,Luengoni,Jo ne weg,1,DAW,0
2019,Luengoni,Jo ne weg,1,SAU,0
2019,Luengoni,Jo ne weg,1,APE,4
2019,Luengoni,Jo ne weg,2,ALO,1
2019,Luengoni,Jo ne weg,2,API,10
2019,Luengoni,Jo ne weg,2,BEB,0
2019,Luengoni,Jo ne weg,2,CAS,0
2019,Luengoni,Jo ne weg,2,APE,7
2019,Luengoni,Jo ne weg,3,ALO,1
2019,Luengoni,Jo ne weg,3,API,12
2019,Luengoni,Jo ne weg,3,BOS,0
2019,Luengoni,Jo ne weg,3,DAW,0
2019,Luengoni,Jo ne weg,3,SAU,0
2019,Luengoni,Jo ne weg,3,APE,4
2019,Luengoni,Jo ne weg,4,BOS,0
2019,Luengoni,Jo ne weg,4,CAS,0
2019,Luengoni,Jo ne weg,4,TRU,0
2019,Luengoni,Jo ne weg,4,SAU,0
2019,Luengoni,Jo ne weg,4,APE,6
2005,Luengoni,Luengoni,1,BEB,0
2005,Luengoni,Luengoni,1,NAP,0
2005,Luengoni,Luengoni,1,APE,11
2005,Luengoni,Luengoni,2,PAP,1
2005,Luengoni,Luengoni,2,AGL,0
2005,Luengoni,Luengoni,2,BOS,0
2005,Luengoni,Luengoni,2,NAP,0
2005,Luengoni,Luengoni,2,DAW,0
2005,Luengoni,Luengoni,3,PAP,4
2005,Luengoni,Luengoni,3,BEB,1
2005,Luengoni,Luengoni,3,BOS,0
2005,Luengoni,Luengoni,3,NAP,0
2005,Luengoni,Luengoni,3,TRU,0
2005,Luengoni,Luengoni,4,PAP,5
2005,Luengoni,Luengoni,4,BOS,0
2005,Luengoni,Luengoni,4,CAS,0
2005,Luengoni,Luengoni,4,NAP,0
2005,Luengoni,Luengoni,4,TRU,0
2006,Luengoni,Luengoni,1,BEB,0
2006,Luengoni,Luengoni,1,BLE,0
2006,Luengoni,Luengoni,1,TRU,0
2006,Luengoni,Luengoni,2,ALO,0
2006,Luengoni,Luengoni,2,AGL,0
2006,Luengoni,Luengoni,2,CAS,0
2006,Luengoni,Luengoni,2,TRU,0
2006,Luengoni,Luengoni,2,APE,12
2006,Luengoni,Luengoni,3,API,16
2006,Luengoni,Luengoni,3,BEB,0
2006,Luengoni,Luengoni,3,CAS,0
2006,Luengoni,Luengoni,3,DAW,0
2006,Luengoni,Luengoni,3,APE,8
2006,Luengoni,Luengoni,4,PAP,1
2006,Luengoni,Luengoni,4,AGL,0
2006,Luengoni,Luengoni,4,API,5
2006,Luengoni,Luengoni,4,BEB,0
2006,Luengoni,Luengoni,4,SAU,0
2006,Luengoni,Luengoni,4,APE,0
2009,Luengoni,Luengoni,1,PAP,4
2009,Luengoni,Luengoni,1,AGL,0
2009,Luengoni,Luengoni,1,API,21
2009,Luengoni,Luengoni,1,BEB,0
2009,Luengoni,Luengoni,1,CAS,0
2009,Luengoni,Luengoni,1,NAP,0
2009,Luengoni,Luengoni,1,SAU,0
2009,Luengoni,Luengoni,2,BLE,0
2009,Luengoni,Luengoni,2,SAU,0
2009,Luengoni,Luengoni,2,APE,1
2009,Luengoni,Luengoni,3,PAP,2
2009,Luengoni,Luengoni,3,APE,1
2009,Luengoni,Luengoni,4,BOS,0
2009,Luengoni,Luengoni,4,CAS,0
2010,Luengoni,Luengoni,1,API,13
2010,Luengoni,Luengoni,1,DAW,0
2010,Luengoni,Luengoni,2,ALO,0
2010,Luengoni,Luengoni,2,AGL,0
2010,Luengoni,Luengoni,2,API,12
2010,Luengoni,Luengoni,2,BEB,0
2010,Luengoni,Luengoni,3,PAP,2
2010,Luengoni,Luengoni,3,API,18
2010,Luengoni,Luengoni,3,BEB,0
2010,Luengoni,Luengoni,3,CAS,0
2010,Luengoni,Luengoni,3,NAP,0
2010,Luengoni,Luengoni,3,TRU,0
2010,Luengoni,Luengoni,4,BEB,0
2010,Luengoni,Luengoni,4,TRU,0
2011,Luengoni,Luengoni,1,ALO,1
2011,Luengoni,Luengoni,1,BEB,1
2011,Luengoni,Luengoni,1,BOS,0
2011,Luengoni,Luengoni,1,APE,4
2011,Luengoni,Luengoni,2,PAP,0
2011,Luengoni,Luengoni,2,AGL,0
2011,Luengoni,Luengoni,2,BEB,9
2011,Luengoni,Luengoni,2,CAS,0
2011,Luengoni,Luengoni,2,NAP,0
2011,Luengoni,Luengoni,2,SAU,0
2011,Luengoni,Luengoni,2,APE,12
2011,Luengoni,Luengoni,3,PAP,3
2011,Luengoni,Luengoni,3,BOS,0
2011,Luengoni,Luengoni,3,SAU,0
2011,Luengoni,Luengoni,4,ALO,0
2011,Luengoni,Luengoni,4,BOS,0
2011,Luengoni,Luengoni,4,BLE,0
2011,Luengoni,Luengoni,4,TRU,0
2011,Luengoni,Luengoni,4,APE,4
2012,Luengoni,Luengoni,1,BOS,0
2012,Luengoni,Luengoni,1,CAS,0
2012,Luengoni,Luengoni,1,BLE,0
2012,Luengoni,Luengoni,1,APE,4
2012,Luengoni,Luengoni,2,PAP,1
2012,Luengoni,Luengoni,2,AGL,0
2012,Luengoni,Luengoni,2,BEB,0
2012,Luengoni,Luengoni,2,NAP,0
2012,Luengoni,Luengoni,3,ALO,0
2012,Luengoni,Luengoni,3,DAW,0
2012,Luengoni,Luengoni,3,SAU,0
2012,Luengoni,Luengoni,4,NAP,0
2012,Luengoni,Luengoni,4,DAW,0
2012,Luengoni,Luengoni,4,APE,4
2013,Luengoni,Luengoni,1,ALO,0
2013,Luengoni,Luengoni,1,API,12
2013,Luengoni,Luengoni,1,TRU,0
2013,Luengoni,Luengoni,1,SAU,0
2013,Luengoni,Luengoni,1,APE,5
2013,Luengoni,Luengoni,2,AGL,0
2013,Luengoni,Luengoni,2,BOS,0
2013,Luengoni,Luengoni,2,NAP,0
2013,Luengoni,Luengoni,2,DAW,0
2013,Luengoni,Luengoni,3,BEB,0
2013,Luengoni,Luengoni,3,CAS,0
2013,Luengoni,Luengoni,3,NAP,0
2013,Luengoni,Luengoni,3,DAW,0
2013,Luengoni,Luengoni,3,APE,1
2013,Luengoni,Luengoni,4,AGL,0
2013,Luengoni,Luengoni,4,TRU,0
2013,Luengoni,Luengoni,4,SAU,0
2013,Luengoni,Luengoni,4,APE,8
2014,Luengoni,Luengoni,1,AGL,0
2014,Luengoni,Luengoni,1,TRU,0
2014,Luengoni,Luengoni,1,SAU,0
2014,Luengoni,Luengoni,2,BOS,0
2014,Luengoni,Luengoni,3,API,14
2014,Luengoni,Luengoni,3,BOS,0
2014,Luengoni,Luengoni,3,CAS,0
2014,Luengoni,Luengoni,3,DAW,0
2014,Luengoni,Luengoni,3,APE,5
2014,Luengoni,Luengoni,4,AGL,0
2014,Luengoni,Luengoni,4,BOS,0
2014,Luengoni,Luengoni,4,DAW,0
2015,Luengoni,Luengoni,1,BOS,0
2015,Luengoni,Luengoni,1,NAP,0
2015,Luengoni,Luengoni,1,BLE,0
2015,Luengoni,Luengoni,1,SAU,0
2015,Luengoni,Luengoni,2,ALO,0
2015,Luengoni,Luengoni,2,BEB,0
2015,Luengoni,Luengoni,2,BOS,0
2015,Luengoni,Luengoni,2,CAS,0
2015,Luengoni,Luengoni,2,DAW,0
2015,Luengoni,Luengoni,2,BLE,0
2015,Luengoni,Luengoni,2,SAU,0
2015,Luengoni,Luengoni,3,AGL,0
2015,Luengoni,Luengoni,3,BOS,0
2015,Luengoni,Luengoni,3,CAS,0
2015,Luengoni,Luengoni,3,SAU,0
2015,Luengoni,Luengoni,4,PAP,5
2015,Luengoni,Luengoni,4,API,17
2015,Luengoni,Luengoni,4,BEB,0
2015,Luengoni,Luengoni,4,DAW,0
2018,Luengoni,Luengoni,1,PAP,3
2018,Luengoni,Luengoni,1,ALO,0
2018,Luengoni,Luengoni,1,BEB,0
2018,Luengoni,Luengoni,1,NAP,0
2018,Luengoni,Luengoni,1,SAU,0
2018,Luengoni,Luengoni,1,APE,3
2018,Luengoni,Luengoni,2,ALO,0
2018,Luengoni,Luengoni,2,AGL,0
2018,Luengoni,Luengoni,2,CAS,0
2018,Luengoni,Luengoni,3,ALO,0
2018,Luengoni,Luengoni,3,BOS,0
2018,Luengoni,Luengoni,3,BLE,0
2018,Luengoni,Luengoni,3,TRU,0
2018,Luengoni,Luengoni,3,APE,9
2018,Luengoni,Luengoni,4,CAS,0
2018,Luengoni,Luengoni,4,SAU,0
2019,Luengoni,Luengoni,1,PAP,0
2019,Luengoni,Luengoni,1,AGL,0
2019,Luengoni,Luengoni,1,NAP,0
2019,Luengoni,Luengoni,1,SAU,0
2019,Luengoni,Luengoni,1,APE,3
2019,Luengoni,Luengoni,2,ALO,0
2019,Luengoni,Luengoni,2,BEB,0
2019,Luengoni,Luengoni,2,NAP,0
2019,Luengoni,Luengoni,2,TRU,0
2019,Luengoni,Luengoni,2,APE,5
2019,Luengoni,Luengoni,3,ALO,0
2019,Luengoni,Luengoni,3,BEB,0
2019,Luengoni,Luengoni,3,BLE,0
2019,Luengoni,Luengoni,3,APE,5
2019,Luengoni,Luengoni,4,PAP,0
2019,Luengoni,Luengoni,4,AGL,0
2019,Luengoni,Luengoni,4,BEB,0
2019,Luengoni,Luengoni,4,NAP,0
2019,Luengoni,Luengoni,4,TRU,0
2019,Luengoni,Luengoni,4,APE,2
2004,Chateaubriand,Hnasse,1,PAP,12
2004,Chateaubriand,Hnasse,1,AGL,0
2004,Chateaubriand,Hnasse,1,API,15
2004,Chateaubriand,Hnasse,1,BLE,0
2004,Chateaubriand,Hnasse,2,PAP,9
2004,Chateaubriand,Hnasse,2,API,17
2004,Chateaubriand,Hnasse,2,APE,3
2004,Chateaubriand,Hnasse,4,ALO,2
2004,Chateaubriand,Hnasse,4,CAS,0
2004,Chateaubriand,Hnasse,4,BLE,0
2004,Chateaubriand,Hnasse,4,TRU,0
2004,Chateaubriand,Hnasse,4,SAU,0
2004,Chateaubriand,Hnasse,4,APE,1
2005,Chateaubriand,Hnasse,1,AGL,0
2005,Chateaubriand,Hnasse,1,API,10
2005,Chateaubriand,Hnasse,1,BEB,0
2005,Chateaubriand,Hnasse,1,BLE,0
2005,Chateaubriand,Hnasse,1,SAU,0
2005,Chateaubriand,Hnasse,2,BOS,0
2005,Chateaubriand,Hnasse,2,BLE,0
2005,Chateaubriand,Hnasse,2,TRU,0
2005,Chateaubriand,Hnasse,2,SAU,0
2005,Chateaubriand,Hnasse,3,ALO,0
2005,Chateaubriand,Hnasse,3,NAP,0
2005,Chateaubriand,Hnasse,3,DAW,0
2005,Chateaubriand,Hnasse,3,BLE,0
2005,Chateaubriand,Hnasse,3,TRU,0
2005,Chateaubriand,Hnasse,3,SAU,0
2005,Chateaubriand,Hnasse,4,PAP,5
2005,Chateaubriand,Hnasse,4,BEB,0
2005,Chateaubriand,Hnasse,4,NAP,0
2005,Chateaubriand,Hnasse,4,TRU,0
2005,Chateaubriand,Hnasse,4,APE,35
2006,Chateaubriand,Hnasse,1,BOS,0
2006,Chateaubriand,Hnasse,1,DAW,0
2006,Chateaubriand,Hnasse,1,TRU,0
2006,Chateaubriand,Hnasse,1,APE,7
2006,Chateaubriand,Hnasse,2,ALO,0
2006,Chateaubriand,Hnasse,2,BEB,1
2006,Chateaubriand,Hnasse,2,CAS,0
2006,Chateaubriand,Hnasse,2,BLE,0
2006,Chateaubriand,Hnasse,3,ALO,1
2006,Chateaubriand,Hnasse,3,API,17
2006,Chateaubriand,Hnasse,4,PAP,1
2006,Chateaubriand,Hnasse,4,BOS,0
2006,Chateaubriand,Hnasse,4,NAP,0
2006,Chateaubriand,Hnasse,4,TRU,0
2007,Chateaubriand,Hnasse,1,PAP,1
2007,Chateaubriand,Hnasse,1,BOS,0
2007,Chateaubriand,Hnasse,1,CAS,0
2007,Chateaubriand,Hnasse,1,DAW,0
2007,Chateaubriand,Hnasse,1,TRU,0
2007,Chateaubriand,Hnasse,1,SAU,0
2007,Chateaubriand,Hnasse,2,ALO,0
2007,Chateaubriand,Hnasse,2,BEB,2
2007,Chateaubriand,Hnasse,2,BLE,0
2007,Chateaubriand,Hnasse,2,TRU,0
2007,Chateaubriand,Hnasse,3,BOS,0
2007,Chateaubriand,Hnasse,3,NAP,0
2007,Chateaubriand,Hnasse,4,AGL,1
2007,Chateaubriand,Hnasse,4,NAP,0
2007,Chateaubriand,Hnasse,4,DAW,0
2007,Chateaubriand,Hnasse,4,BLE,0
2009,Chateaubriand,Hnasse,1,ALO,1
2009,Chateaubriand,Hnasse,1,BEB,1
2009,Chateaubriand,Hnasse,1,BOS,0
2009,Chateaubriand,Hnasse,1,NAP,0
2009,Chateaubriand,Hnasse,1,DAW,0
2009,Chateaubriand,Hnasse,1,SAU,0
2009,Chateaubriand,Hnasse,2,ALO,0
2009,Chateaubriand,Hnasse,2,SAU,0
2009,Chateaubriand,Hnasse,3,PAP,4
2009,Chateaubriand,Hnasse,3,AGL,0
2009,Chateaubriand,Hnasse,3,CAS,0
2009,Chateaubriand,Hnasse,3,DAW,0
2009,Chateaubriand,Hnasse,4,PAP,2
2009,Chateaubriand,Hnasse,4,AGL,0
2009,Chateaubriand,Hnasse,4,BOS,0
2009,Chateaubriand,Hnasse,4,CAS,0
2009,Chateaubriand,Hnasse,4,NAP,0
2009,Chateaubriand,Hnasse,4,TRU,0
2010,Chateaubriand,Hnasse,1,AGL,0
2010,Chateaubriand,Hnasse,1,CAS,0
2010,Chateaubriand,Hnasse,2,ALO,0
2010,Chateaubriand,Hnasse,2,BEB,0
2010,Chateaubriand,Hnasse,2,CAS,0
2010,Chateaubriand,Hnasse,2,DAW,0
2010,Chateaubriand,Hnasse,3,PAP,3
2010,Chateaubriand,Hnasse,3,AGL,0
2010,Chateaubriand,Hnasse,3,API,17
2010,Chateaubriand,Hnasse,3,BEB,1
2010,Chateaubriand,Hnasse,3,BOS,0
2010,Chateaubriand,Hnasse,3,CAS,0
2010,Chateaubriand,Hnasse,3,NAP,0
2010,Chateaubriand,Hnasse,3,DAW,0
2010,Chateaubriand,Hnasse,3,BLE,0
2010,Chateaubriand,Hnasse,3,APE,2
2010,Chateaubriand,Hnasse,4,PAP,0
2010,Chateaubriand,Hnasse,4,DAW,0
2011,Chateaubriand,Hnasse,1,API,10
2011,Chateaubriand,Hnasse,1,CAS,0
2011,Chateaubriand,Hnasse,1,NAP,0
2011,Chateaubriand,Hnasse,1,BLE,0
2011,Chateaubriand,Hnasse,2,PAP,1
2011,Chateaubriand,Hnasse,2,ALO,0
2011,Chateaubriand,Hnasse,2,AGL,0
2011,Chateaubriand,Hnasse,2,API,10
2011,Chateaubriand,Hnasse,2,BEB,0
2011,Chateaubriand,Hnasse,3,NAP,0
2011,Chateaubriand,Hnasse,3,DAW,0
2011,Chateaubriand,Hnasse,3,BLE,0
2011,Chateaubriand,Hnasse,3,APE,14
2011,Chateaubriand,Hnasse,4,PAP,6
2011,Chateaubriand,Hnasse,4,AGL,0
2012,Chateaubriand,Hnasse,1,API,11
2012,Chateaubriand,Hnasse,1,BEB,0
2012,Chateaubriand,Hnasse,1,BOS,0
2012,Chateaubriand,Hnasse,1,DAW,0
2012,Chateaubriand,Hnasse,1,BLE,0
2012,Chateaubriand,Hnasse,1,TRU,0
2012,Chateaubriand,Hnasse,2,ALO,0
2012,Chateaubriand,Hnasse,2,AGL,0
2012,Chateaubriand,Hnasse,2,BEB,0
2012,Chateaubriand,Hnasse,2,BOS,0
2012,Chateaubriand,Hnasse,2,NAP,0
2012,Chateaubriand,Hnasse,2,DAW,0
2012,Chateaubriand,Hnasse,2,TRU,0
2012,Chateaubriand,Hnasse,3,API,9
2012,Chateaubriand,Hnasse,3,BOS,0
2012,Chateaubriand,Hnasse,3,TRU,0
2012,Chateaubriand,Hnasse,3,SAU,0
2012,Chateaubriand,Hnasse,4,ALO,0
2012,Chateaubriand,Hnasse,4,API,11
2012,Chateaubriand,Hnasse,4,SAU,0
2013,Chateaubriand,Hnasse,1,AGL,0
2013,Chateaubriand,Hnasse,1,BEB,0
2013,Chateaubriand,Hnasse,1,BOS,0
2013,Chateaubriand,Hnasse,1,NAP,0
